tract_geoid,disasterNumber,fema_claims_total,fema_claims_total_log1p,fema_claims_pc,applications,fema_claims_mean,declaration,tsa_eligible_rate,owner_rate,renter_rate,acs_total_population,svi_total_population,population_for_pc,median_household_income,pct_poverty,pct_elderly,pct_children,pct_black,pct_hispanic,pct_no_vehicle,pct_limited_english,housing_units,pct_mobile_homes,pct_multi_unit,pct_crowded_housing,max_wind_mph,total_rainfall_in,min_distance_km,pct_floodplain,in_fema_decl,in_noaa_exposure,coverage_label,state_abbr,county_name,acs_state_fips,state_fips,area_sq_mi,noaa_distance_km,noaa_max_wind_kt,noaa_duration_hours,noaa_within_64kt,noaa_wind_source,noaa_lead_time_cat1,noaa_lead_time_cat2,noaa_lead_time_cat3,noaa_lead_time_cat4,noaa_lead_time_cat5
22033003507,4611,1670.17,7.421279258908422,0.3503608139290959,8,835.085,1,0.0,0.75,0.25,4767.0,4767.0,4767.0,62540.0,0.2,0.145,0.282,0.916,0.02,0.046,0.006,1714.0,0.0069999999999999,0.076,0.006,,,,,1,0,fema_only,LA,East Baton Rouge Parish,22.0,22.0,2.758215776398,29.72869876780538,67.27666070356302,4.75,,rmw_plateau,60.0,30.0,24.0,24.0,
22033003601,4611,1636.3,7.400803822645447,0.4891778774289985,5,818.15,1,0.2,0.8,0.2,3345.0,3345.0,3345.0,41402.0,0.3429999999999999,0.18,0.258,0.71,0.045,0.096,0.039,1334.0,0.057,0.354,0.0,,,,,1,0,fema_only,LA,East Baton Rouge Parish,22.0,22.0,2.237697384424,34.885518819604926,67.84616835043295,4.25,,rmw_plateau,60.0,30.0,24.0,24.0,
22033003603,4611,0.0,0.0,0.0,4,0.0,1,0.0,0.25,0.75,2438.0,2438.0,2438.0,42693.0,0.487,0.078,0.215,0.763,0.121,0.093,0.03,1041.0,0.0,0.297,0.023,,,,,1,0,fema_only,LA,East Baton Rouge Parish,22.0,22.0,0.77549358904,32.43668997409336,68.14287736353408,4.5,,rmw_plateau,60.0,30.0,24.0,24.0,
22033003604,4611,956.52,6.864346608565115,0.1578676349232546,8,478.26,1,0.0,0.375,0.625,6059.0,6059.0,6059.0,34801.0,0.529,0.051,0.392,0.669,0.23,0.1689999999999999,0.15,2212.0,0.0,0.185,0.051,,,,,1,0,fema_only,LA,East Baton Rouge Parish,22.0,22.0,1.177447778854,30.431516118200328,68.29989962042328,4.75,,rmw_plateau,60.0,30.0,24.0,24.0,
22033003701,4611,0.0,0.0,0.0,1,0.0,1,0.0,0.0,1.0,6048.0,6048.0,6048.0,68317.0,0.153,0.215,0.198,0.265,0.063,0.019,0.02,2676.0,0.0,0.126,0.011,,,,,1,0,fema_only,LA,East Baton Rouge Parish,22.0,22.0,1.919231574478,34.525711294601976,69.00734826124919,4.25,,rmw_plateau,60.0,30.0,24.0,24.0,
22033003702,4611,0.0,0.0,0.0,6,0.0,1,0.0,0.5,0.5,4807.0,4807.0,4807.0,58889.0,0.349,0.151,0.308,0.537,0.002,0.053,0.012,1627.0,0.0,0.145,0.066,,,,,1,0,fema_only,LA,East Baton Rouge Parish,22.0,22.0,1.011610792222,32.790597911003616,69.05106429682778,4.75,,rmw_plateau,60.0,30.0,24.0,24.0,
22033003703,4611,0.0,0.0,0.0,8,0.0,1,0.125,0.625,0.375,7732.0,7732.0,7732.0,94868.0,0.105,0.129,0.29,0.4479999999999999,0.039,0.045,0.055,2810.0,0.02,0.012,0.0289999999999999,,,,,1,0,fema_only,LA,East Baton Rouge Parish,22.0,22.0,1.96267615762,30.897984652011974,69.17127349284777,4.75,,rmw_plateau,60.0,30.0,24.0,24.0,
22033003804,4611,0.0,0.0,0.0,3,0.0,1,0.0,0.3333333333333333,0.6666666666666666,4677.0,4677.0,4677.0,50000.0,0.215,0.2339999999999999,0.14,0.1169999999999999,0.019,0.1009999999999999,0.009,2938.0,0.0,0.314,0.021,,,,,1,0,fema_only,LA,East Baton Rouge Parish,22.0,22.0,2.015258616796,37.34657332235021,70.91637221216206,4.0,,rmw_plateau,60.0,30.0,24.0,24.0,
22033003907,4611,0.0,0.0,0.0,6,0.0,1,0.1666666666666666,0.3333333333333333,0.6666666666666666,6229.0,6229.0,6229.0,71591.0,0.2269999999999999,0.1989999999999999,0.203,0.429,0.024,0.094,0.012,2978.0,0.0,0.2689999999999999,0.0,,,,,1,0,fema_only,LA,East Baton Rouge Parish,22.0,22.0,1.351174759856,31.5492132846506,70.72166902264135,4.75,,rmw_plateau,60.0,30.0,24.0,24.0,
22033003908,4611,0.0,0.0,0.0,2,0.0,1,0.0,0.5,0.5,4510.0,4510.0,4510.0,75461.0,0.064,0.239,0.123,0.182,0.032,0.004,0.039,2259.0,0.0,0.142,0.0,,,,,1,0,fema_only,LA,East Baton Rouge Parish,22.0,22.0,2.233944859086,29.648118499574053,71.00125042893569,5.0,,rmw_plateau,60.0,30.0,24.0,24.0,
