GEO_ID,NAME,B01003_001E,B19013_001E,state,county,tract,state_fips
1400000US48029121124,Census Tract 1211.24; Bexar County; Texas,2238,116563,48,029,121124,48
1400000US48029121203,Census Tract 1212.03; Bexar County; Texas,4202,44754,48,029,121203,48
1400000US48029121204,Census Tract 1212.04; Bexar County; Texas,7281,46809,48,029,121204,48
1400000US48029121205,Census Tract 1212.05; Bexar County; Texas,4182,52820,48,029,121205,48
1400000US48029121206,Census Tract 1212.06; Bexar County; Texas,7383,69911,48,029,121206,48
1400000US48029121300,Census Tract 1213; Bexar County; Texas,6458,82545,48,029,121300,48
1400000US48029121402,Census Tract 1214.02; Bexar County; Texas,9340,74275,48,029,121402,48
1400000US48029121403,Census Tract 1214.03; Bexar County; Texas,5476,52190,48,029,121403,48
1400000US48029121404,Census Tract 1214.04; Bexar County; Texas,5075,32685,48,029,121404,48
1400000US48029121501,Census Tract 1215.01; Bexar County; Texas,8989,86250,48,029,121501,48
1400000US48029121504,Census Tract 1215.04; Bexar County; Texas,7975,70091,48,029,121504,48
1400000US48029121505,Census Tract 1215.05; Bexar County; Texas,5315,70821,48,029,121505,48
1400000US48029121506,Census Tract 1215.06; Bexar County; Texas,5094,63381,48,029,121506,48
1400000US48029121507,Census Tract 1215.07; Bexar County; Texas,5321,73906,48,029,121507,48
1400000US48029121508,Census Tract 1215.08; Bexar County; Texas,4739,58523,48,029,121508,48
1400000US48029121601,Census Tract 1216.01; Bexar County; Texas,4570,53000,48,029,121601,48
1400000US48029121604,Census Tract 1216.04; Bexar County; Texas,9364,89122,48,029,121604,48
1400000US48029121605,Census Tract 1216.05; Bexar County; Texas,2094,74330,48,029,121605,48
1400000US48029121606,Census Tract 1216.06; Bexar County; Texas,4094,58521,48,029,121606,48
1400000US48029121701,Census Tract 1217.01; Bexar County; Texas,4939,73913,48,029,121701,48
1400000US48029121702,Census Tract 1217.02; Bexar County; Texas,7175,75625,48,029,121702,48
1400000US48029121802,Census Tract 1218.02; Bexar County; Texas,10163,76536,48,029,121802,48
1400000US48029121803,Census Tract 1218.03; Bexar County; Texas,4680,80098,48,029,121803,48
1400000US48029121804,Census Tract 1218.04; Bexar County; Texas,6441,59379,48,029,121804,48
1400000US48029121808,Census Tract 1218.08; Bexar County; Texas,2600,81579,48,029,121808,48
1400000US48029121809,Census Tract 1218.09; Bexar County; Texas,4877,78630,48,029,121809,48
1400000US48029121810,Census Tract 1218.10; Bexar County; Texas,4501,99383,48,029,121810,48
1400000US48029121811,Census Tract 1218.11; Bexar County; Texas,5817,82529,48,029,121811,48
1400000US48029121812,Census Tract 1218.12; Bexar County; Texas,5805,91250,48,029,121812,48
1400000US48029121813,Census Tract 1218.13; Bexar County; Texas,1541,89821,48,029,121813,48
1400000US48029121903,Census Tract 1219.03; Bexar County; Texas,5546,114515,48,029,121903,48
1400000US48029121904,Census Tract 1219.04; Bexar County; Texas,3218,107340,48,029,121904,48
1400000US48029121905,Census Tract 1219.05; Bexar County; Texas,6555,107574,48,029,121905,48
1400000US48029121906,Census Tract 1219.06; Bexar County; Texas,7021,86553,48,029,121906,48
1400000US48029121908,Census Tract 1219.08; Bexar County; Texas,3484,135568,48,029,121908,48
1400000US48029121909,Census Tract 1219.09; Bexar County; Texas,8945,94359,48,029,121909,48
1400000US48029121910,Census Tract 1219.10; Bexar County; Texas,8088,98585,48,029,121910,48
1400000US48029121911,Census Tract 1219.11; Bexar County; Texas,8690,132644,48,029,121911,48
1400000US48029121912,Census Tract 1219.12; Bexar County; Texas,11393,116620,48,029,121912,48
1400000US48029130200,Census Tract 1302; Bexar County; Texas,1630,40402,48,029,130200,48
1400000US48029130300,Census Tract 1303; Bexar County; Texas,2646,33079,48,029,130300,48
1400000US48029130401,Census Tract 1304.01; Bexar County; Texas,3650,46143,48,029,130401,48
1400000US48029130402,Census Tract 1304.02; Bexar County; Texas,3837,21946,48,029,130402,48
1400000US48029130500,Census Tract 1305; Bexar County; Texas,3717,29194,48,029,130500,48
1400000US48029130600,Census Tract 1306; Bexar County; Texas,3645,33968,48,029,130600,48
1400000US48029130700,Census Tract 1307; Bexar County; Texas,2515,21422,48,029,130700,48
1400000US48029130800,Census Tract 1308; Bexar County; Texas,5226,27276,48,029,130800,48
1400000US48029130900,Census Tract 1309; Bexar County; Texas,5759,47099,48,029,130900,48
1400000US48029131000,Census Tract 1310; Bexar County; Texas,5578,41140,48,029,131000,48
1400000US48029131100,Census Tract 1311; Bexar County; Texas,2708,34949,48,029,131100,48
1400000US48029131200,Census Tract 1312; Bexar County; Texas,2763,38984,48,029,131200,48
1400000US48029131300,Census Tract 1313; Bexar County; Texas,5373,45647,48,029,131300,48
1400000US48029131401,Census Tract 1314.01; Bexar County; Texas,12023,80787,48,029,131401,48
1400000US48029131402,Census Tract 1314.02; Bexar County; Texas,2914,61211,48,029,131402,48
1400000US48029131503,Census Tract 1315.03; Bexar County; Texas,3407,49867,48,029,131503,48
1400000US48029131504,Census Tract 1315.04; Bexar County; Texas,4178,69938,48,029,131504,48
1400000US48029131505,Census Tract 1315.05; Bexar County; Texas,5681,74330,48,029,131505,48
1400000US48029131506,Census Tract 1315.06; Bexar County; Texas,5653,63859,48,029,131506,48
1400000US48029131507,Census Tract 1315.07; Bexar County; Texas,5753,51106,48,029,131507,48
1400000US48029131601,Census Tract 1316.01; Bexar County; Texas,8213,107031,48,029,131601,48
1400000US48029131606,Census Tract 1316.06; Bexar County; Texas,9226,94375,48,029,131606,48
1400000US48029131608,Census Tract 1316.08; Bexar County; Texas,7401,61195,48,029,131608,48
1400000US48029131609,Census Tract 1316.09; Bexar County; Texas,7863,73583,48,029,131609,48
1400000US48029131610,Census Tract 1316.10; Bexar County; Texas,4913,73786,48,029,131610,48
1400000US48029131612,Census Tract 1316.12; Bexar County; Texas,2225,87007,48,029,131612,48
1400000US48029131614,Census Tract 1316.14; Bexar County; Texas,5029,62927,48,029,131614,48
1400000US48029131615,Census Tract 1316.15; Bexar County; Texas,12992,67445,48,029,131615,48
1400000US48029131616,Census Tract 1316.16; Bexar County; Texas,7138,77060,48,029,131616,48
1400000US48029131700,Census Tract 1317; Bexar County; Texas,1195,127625,48,029,131700,48
1400000US48029131801,Census Tract 1318.01; Bexar County; Texas,3039,103214,48,029,131801,48
1400000US48029131802,Census Tract 1318.02; Bexar County; Texas,7734,76711,48,029,131802,48
1400000US48029140100,Census Tract 1401; Bexar County; Texas,1352,63179,48,029,140100,48
1400000US48029140200,Census Tract 1402; Bexar County; Texas,2240,34095,48,029,140200,48
1400000US48029140300,Census Tract 1403; Bexar County; Texas,3155,49191,48,029,140300,48
1400000US48029140400,Census Tract 1404; Bexar County; Texas,3151,67650,48,029,140400,48
1400000US48029140500,Census Tract 1405; Bexar County; Texas,3672,57304,48,029,140500,48
