tract_geoid,disasterNumber,applications,ppfvl_sum,ppfvl_mean,tsa_eligible_rate,owner_rate,renter_rate,storm_name
12011040203,4337,3,0.0,,0.3333333333333333,0.0,1.0,Irma
12011040205,4337,3,0.0,0.0,0.3333333333333333,0.0,1.0,Irma
12011040206,4337,3,0.0,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,Irma
12011040300,4337,4,341.7,113.9,0.25,0.25,0.75,Irma
12011040401,4337,1,0.0,,0.0,1.0,0.0,Irma
12011040402,4337,1,0.0,0.0,0.0,0.0,1.0,Irma
12011040504,4337,1,0.0,0.0,0.0,0.0,1.0,Irma
12011040601,4337,5,0.0,0.0,0.4,0.4,0.6,Irma
12011040602,4337,2,0.0,0.0,0.5,0.5,0.5,Irma
12011040701,4337,3,0.0,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,Irma
12011040702,4337,4,0.0,0.0,0.0,0.25,0.75,Irma
12011040801,4337,9,0.0,0.0,0.4444444444444444,0.3333333333333333,0.6666666666666666,Irma
12011040802,4337,6,0.0,0.0,0.1666666666666666,0.3333333333333333,0.6666666666666666,Irma
12011040901,4337,6,1927.8,642.6,0.3333333333333333,0.1666666666666666,0.8333333333333334,Irma
12011040902,4337,6,0.0,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,Irma
12011041000,4337,8,0.0,0.0,0.375,0.375,0.625,Irma
12011041100,4337,10,0.0,0.0,0.3,0.6,0.4,Irma
12011041200,4337,7,2269.5,567.375,0.2857142857142857,0.4285714285714285,0.5714285714285714,Irma
12011041300,4337,10,0.0,0.0,0.3,0.3,0.7,Irma
12011041400,4337,7,1927.8,481.95,0.2857142857142857,0.2857142857142857,0.7142857142857143,Irma
12011041500,4337,5,0.0,0.0,0.2,0.0,1.0,Irma
12011041600,4337,10,0.0,0.0,0.3,0.2,0.8,Irma
12011041700,4337,5,0.0,0.0,0.6,0.0,1.0,Irma
12011041801,4337,2,0.0,,1.0,0.5,0.5,Irma
12011041802,4337,2,0.0,0.0,0.0,0.0,1.0,Irma
12011041900,4337,3,0.0,0.0,0.6666666666666666,0.0,0.6666666666666666,Irma
12011042000,4337,3,0.0,,0.6666666666666666,0.3333333333333333,0.6666666666666666,Irma
12011042100,4337,1,0.0,,0.0,0.0,1.0,Irma
12011042200,4337,1,1927.8,1927.8,1.0,1.0,0.0,Irma
12011042301,4337,3,0.0,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,Irma
12011042302,4337,1,0.0,0.0,0.0,0.0,1.0,Irma
12011042500,4337,3,0.0,0.0,0.3333333333333333,0.0,1.0,Irma
12011042600,4337,9,0.0,0.0,0.1111111111111111,0.2222222222222222,0.7777777777777778,Irma
12011042700,4337,3,0.0,,0.0,0.0,1.0,Irma
12011042800,4337,4,1927.8,1927.8,0.0,0.75,0.25,Irma
12011042900,4337,11,0.0,0.0,0.3636363636363636,0.3636363636363636,0.6363636363636364,Irma
12011043002,4337,7,0.0,0.0,0.2857142857142857,0.1428571428571428,0.8571428571428571,Irma
12011043100,4337,5,0.0,0.0,0.2,0.6,0.4,Irma
12011043301,4337,1,0.0,,1.0,1.0,0.0,Irma
12011050100,4337,3,0.0,,0.3333333333333333,0.6666666666666666,0.3333333333333333,Irma
12011050204,4337,4,0.0,0.0,0.75,0.5,0.5,Irma
12011050206,4337,2,341.7,170.85,0.5,0.0,1.0,Irma
12011050207,4337,11,0.0,0.0,0.2727272727272727,0.3636363636363636,0.6363636363636364,Irma
12011050208,4337,5,0.0,0.0,0.0,0.4,0.6,Irma
12011050301,4337,10,0.0,0.0,0.2,0.5,0.5,Irma
12011050306,4337,7,1927.8,963.9,0.1428571428571428,0.5714285714285714,0.4285714285714285,Irma
12011050307,4337,9,0.0,0.0,0.4444444444444444,0.0,1.0,Irma
12011050308,4337,2,341.7,341.7,0.0,0.5,0.5,Irma
12011050309,4337,2,0.0,0.0,0.0,0.0,1.0,Irma
12011050310,4337,9,0.0,0.0,0.5555555555555556,0.6666666666666666,0.3333333333333333,Irma
12011050311,4337,3,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,Irma
12011050401,4337,3,0.0,,0.6666666666666666,0.0,1.0,Irma
12011050402,4337,8,0.0,0.0,0.375,0.5,0.5,Irma
12011050501,4337,3,0.0,,0.6666666666666666,0.6666666666666666,0.3333333333333333,Irma
12011050601,4337,3,0.0,,0.6666666666666666,0.3333333333333333,0.6666666666666666,Irma
12011050602,4337,2,0.0,0.0,0.5,0.0,1.0,Irma
12011050701,4337,5,0.0,0.0,0.0,0.0,1.0,Irma
12011050702,4337,5,0.0,0.0,0.4,0.0,1.0,Irma
12011050800,4337,7,341.7,85.425,0.1428571428571428,0.5714285714285714,0.4285714285714285,Irma
12011050900,4337,2,0.0,0.0,0.5,0.5,0.5,Irma
12011051001,4337,5,0.0,0.0,0.0,0.6,0.4,Irma
12011051002,4337,1,0.0,,0.0,1.0,0.0,Irma
12011060105,4337,9,0.0,0.0,0.4444444444444444,0.4444444444444444,0.5555555555555556,Irma
12011060107,4337,1,0.0,,0.0,0.0,1.0,Irma
12011060111,4337,4,0.0,0.0,0.0,1.0,0.0,Irma
12011060112,4337,5,0.0,0.0,0.4,0.2,0.8,Irma
12011060113,4337,8,0.0,0.0,0.375,0.5,0.5,Irma
12011060114,4337,6,0.0,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,Irma
12011060115,4337,10,0.0,0.0,0.4,0.4,0.6,Irma
12011060116,4337,14,0.0,0.0,0.2142857142857142,0.4285714285714285,0.5714285714285714,Irma
12011060117,4337,8,0.0,0.0,0.75,0.5,0.5,Irma
12011060118,4337,4,0.0,0.0,0.25,0.25,0.75,Irma
12011060119,4337,3,0.0,0.0,0.3333333333333333,1.0,0.0,Irma
12011060120,4337,7,0.0,0.0,0.5714285714285714,0.2857142857142857,0.7142857142857143,Irma
12011060121,4337,3,0.0,0.0,1.0,0.6666666666666666,0.3333333333333333,Irma
12011060122,4337,6,0.0,,0.3333333333333333,0.5,0.5,Irma
12011060123,4337,5,0.0,,0.4,0.4,0.6,Irma
12011060124,4337,6,0.0,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,Irma
12011060125,4337,3,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,Irma
12011060126,4337,5,0.0,0.0,0.2,0.6,0.4,Irma
